"","slope.pseudo.index","p.pseudo.index","Transcripts","qvalue","feature","rank"
"LINC00493",-0.0180081356903504,1.81300234321658e-05,1592,0.000110045166972122,"DOWN",0.385171790235081
"DHX36",-0.0179789856490968,0.000380881043421579,1983,0.00126778437576244,"DOWN",0.386980108499096
"SLC7A2",-0.0178658350572673,0.000293126733519369,1703,0.00102355843516877,"DOWN",0.38878842676311
"ANKRD12",-0.0176042024149091,0.0394855621161974,3425,0.0376528898738892,"DOWN",0.390596745027125
"TPM1",-0.0175687519427556,0.000440613794113187,1439,0.0014191769921805,"DOWN",0.392405063291139
"GAS5",-0.0175670642088346,0.0477413182664618,5688,0.0422558015736223,"DOWN",0.394213381555154
"HMGN5",-0.0175515214457001,2.63134668959943e-06,1584,2.21524196210639e-05,"DOWN",0.396021699819168
"PDAP1",-0.0175279400927959,0.000369648844700965,1688,0.00124285716192292,"DOWN",0.397830018083183
"MAFA",-0.0174853661452768,6.08017311677416e-06,912,4.55516245616566e-05,"DOWN",0.399638336347197
"CWC15",-0.0172335484894958,1.3813938139249e-05,1843,8.75073619989701e-05,"DOWN",0.401446654611212
"KAT6B",-0.017061587443387,0.000330346597275761,1658,0.00113550127560266,"DOWN",0.403254972875226
"FAM200B",-0.0169477824784911,0.000218964688979262,1715,0.000825333559043559,"DOWN",0.40506329113924
"MLXIPL",-0.0169355061471297,0.000919449300530287,2126,0.002474905055845,"DOWN",0.406871609403255
"NDUFB3",-0.0168394057162075,1.53330992428415e-05,1354,9.63739512324481e-05,"DOWN",0.408679927667269
"SRRM1",-0.0167842845726446,0.0116027072842175,2574,0.0165743451213231,"DOWN",0.410488245931284
"PSMC3",-0.0167150726734258,0.000228749854221432,1215,0.000852409539803213,"DOWN",0.412296564195298
"SRP19",-0.0166257737723286,4.45909393373756e-05,1850,0.000232051358950893,"DOWN",0.414104882459313
"GCC2",-0.0165315227114326,0.000123580968688862,1710,0.000523358102559707,"DOWN",0.415913200723327
"PFKFB2",-0.0164446314726981,0.000434281546765922,1321,0.00140494792087364,"DOWN",0.417721518987342
"NDUFC2",-0.0161529396961717,0.000867826519493176,2554,0.00239454923913787,"DOWN",0.419529837251356
"ROBO2",-0.0160399426001713,2.28710496221623e-06,1331,1.96258030235384e-05,"DOWN",0.421338155515371
"CHMP3",-0.0160348851336302,4.67281142760917e-05,454,0.00024161441992554,"DOWN",0.423146473779385
"FKBP3",-0.0155660438713397,0.00352565659554799,1858,0.0069193831606349,"DOWN",0.4249547920434
"PRPF38B",-0.0155493262839363,0.000194074675111213,1548,0.000741917483775884,"DOWN",0.426763110307414
"DEK",-0.0152647490651058,0.000895252261230487,2193,0.00243921947185059,"DOWN",0.428571428571429
"BPTF",-0.0152477762440034,0.00177622233090776,1721,0.00411706074617239,"DOWN",0.430379746835443
"RBM34",-0.0151151027068304,6.58393436894958e-05,1083,0.000319923835709311,"DOWN",0.432188065099458
"ZMYND8",-0.0150637415393818,0.00558479575713856,1470,0.00970864246004375,"DOWN",0.433996383363472
"TMEM37",-0.0150153859548282,0.00355908096342088,1405,0.00695677040910129,"DOWN",0.435804701627486
"TUBA4A",-0.0150058669346648,0.0011890429372361,1549,0.0030319481706742,"DOWN",0.437613019891501
"PRR34-AS1",-0.0149804380458327,1.55276277315668e-05,429,9.73437905638819e-05,"DOWN",0.439421338155515
"NOP10",-0.0149468156744184,0.00581675839495399,1979,0.0100112003419304,"DOWN",0.44122965641953
"SNRPE",-0.0147934223721506,2.87516564844845e-06,987,2.39089404237263e-05,"DOWN",0.443037974683544
"ING2",-0.0147119377634653,0.000504634647914821,1347,0.00157364147078636,"DOWN",0.444846292947559
"RPL28",-0.0145769719702436,0.000256381727664915,2521,0.000921854655735653,"DOWN",0.446654611211573
"TIMM8B",-0.014520308985735,3.83856771371849e-07,822,4.69131358409247e-06,"DOWN",0.448462929475588
"ARPP19",-0.0144584280182632,0.0015356916294991,1326,0.00370198778178255,"DOWN",0.450271247739602
"ZKSCAN1",-0.0142926563659008,0.0369185808213227,3372,0.0359797984621233,"DOWN",0.452079566003617
"SNHG19",-0.0142901576146008,8.82494542341905e-05,544,0.000404453458601896,"DOWN",0.453887884267631
"CASR",-0.0142328274275953,1.29727215753644e-05,1260,8.28289841656015e-05,"DOWN",0.455696202531646
"ZSCAN16-AS1",-0.0142279723986236,7.10619669313294e-07,496,7.49233395955373e-06,"DOWN",0.45750452079566
"LLGL2",-0.0137069819408547,0.000153401138941309,1046,0.00061255685984579,"DOWN",0.459312839059675
"AHI1",-0.0136285589304962,0.00138603188948115,2192,0.0034259496703038,"DOWN",0.461121157323689
"WBP5",-0.0135552682730756,0.0230960905803635,1832,0.026601300523148,"DOWN",0.462929475587703
"ZC3H15",-0.0135492090658337,0.0114985274407062,2691,0.0164839098810447,"DOWN",0.464737793851718
