"","slope.pseudo.index","p.pseudo.index","Transcripts","qvalue","feature","rank"
"EPCAM",0.101529239636761,2.74730470067381e-06,10049,2.30037921200749e-05,"UP",0.0196917808219178
"RTN4",0.099956998658263,4.45352814894172e-09,6844,1.29842406804806e-07,"UP",0.0201198630136986
"HSP90B1",0.0996239229685737,0.000181282443299918,8738,0.000701885347840153,"UP",0.0205479452054795
"CADM1",0.0993625585706362,2.69618057940217e-13,4091,1.30487652952326e-10,"UP",0.0209760273972603
"JUN",0.0984328784093989,5.71769727110277e-07,3319,6.37605231119758e-06,"UP",0.0214041095890411
"ALDOA",0.0967356046563033,8.39445824444998e-07,5905,8.64400996280908e-06,"UP",0.0218321917808219
"RPL19",0.0943962459830214,0.00173057938918676,19878,0.00402669407441348,"UP",0.0222602739726027
"RPL10",0.093124953971584,4.82223871997917e-10,2489,2.33382963052658e-08,"UP",0.0226883561643836
"ACTG1",0.0926035197418971,1.39938511107714e-06,7839,1.31759507386194e-05,"UP",0.0231164383561644
"C10orf10",0.0906948439192177,6.64736222751605e-09,2703,1.76765864058625e-07,"UP",0.0235445205479452
"CIRBP",0.0900737063535734,4.41438952945696e-08,7776,7.98601151157558e-07,"UP",0.023972602739726
"VGF",0.0895532112764428,1.05393547299959e-09,2091,3.98496485887644e-08,"UP",0.0244006849315068
"ATP6V1G1",0.0894721607569217,2.05711085291736e-10,8370,1.30997964261893e-08,"UP",0.0248287671232877
"QPCT",0.0860462185453516,4.88238183633952e-07,4988,5.59937731923192e-06,"UP",0.0252568493150685
"ANXA2",0.0854401285528956,1.34884294492261e-09,2298,4.94547370445589e-08,"UP",0.0256849315068493
"RPS9",0.0850513317332632,3.03859036294442e-07,7100,3.91115254333905e-06,"UP",0.0261130136986301
"NPC2",0.0826499969931658,4.24511875267025e-08,4606,7.89653147694621e-07,"UP",0.026541095890411
"MTRNR2L1",0.0820381571476247,2.56410858030871e-06,838,2.16950585577296e-05,"UP",0.0269691780821918
"ERP29",0.0818353769667077,7.03224723306083e-06,5425,5.01978227224696e-05,"UP",0.0273972602739726
"EEF1G",0.0808616349406587,8.32015010499572e-06,6251,5.75245943786509e-05,"UP",0.0278253424657534
"EIF3E",0.0801179808310455,4.96659344657945e-10,3560,2.35656206821461e-08,"UP",0.0282534246575342
"HSPA5",0.0788818271045011,4.25287004350126e-08,4107,7.89653147694621e-07,"UP",0.0286815068493151
"DDX5",0.0754017961383175,5.13332035376643e-05,8296,0.000257182660742914,"UP",0.0291095890410959
"PAM",0.0727727045050918,6.4230944393386e-07,3218,6.96995368640567e-06,"UP",0.0295376712328767
"SARAF",0.0720568687985079,1.97562067959963e-07,6435,2.81219278654544e-06,"UP",0.0299657534246575
"ACTB",0.0704659563480271,9.39112552955239e-09,3444,2.34280617103543e-07,"UP",0.0303938356164384
"ENO1",0.0696700330377951,6.24132430388176e-07,7323,6.86208755548731e-06,"UP",0.0308219178082192
"NENF",0.0688612836937587,1.38343769275318e-12,2038,4.782467330486e-10,"UP",0.03125
"RASD1",0.0683583328439751,0.000102780545941974,5693,0.00045719604868968,"UP",0.0316780821917808
"SEC11C",0.0681239347850631,0.00110700396041749,10720,0.00287116385945583,"UP",0.0321061643835616
"TIMP1",0.0673835691001681,4.60031538432438e-06,6596,3.55658929507001e-05,"UP",0.0325342465753425
"GABARAP",0.0657263787671562,6.34298341436404e-07,7489,6.91402665016253e-06,"UP",0.0329623287671233
"RPL15",0.0654636452614676,0.0103262678580721,12594,0.0151719092004037,"UP",0.0333904109589041
"OAZ1",0.0644775137978763,1.70012154198937e-06,8179,1.52938961937915e-05,"UP",0.0338184931506849
"CALR",0.0643879441597057,2.84192489592926e-09,2679,8.93125150332657e-08,"UP",0.0342465753424658
"PRDX4",0.0640565832780935,2.25366006350296e-11,2769,3.2079673185001e-09,"UP",0.0346746575342466
"TERF2IP",0.064020251527323,8.28547839055318e-08,5893,1.33664715317427e-06,"UP",0.0351027397260274
"PDIA6",0.0634223577247911,9.39361095886731e-10,3400,3.7264318447366e-08,"UP",0.0355308219178082
"GPX3",0.0633721356485875,3.47160447468779e-08,2179,6.94281058637597e-07,"UP",0.035958904109589
"RPL5",0.0633670232129361,0.0168677940519498,17236,0.0214378779285348,"UP",0.0363869863013699
"TPI1",0.0618429982380038,2.26564725809733e-05,4715,0.000132109681638353,"UP",0.0368150684931507
"RPS5",0.0613345438478504,8.25647128743226e-05,10328,0.000381729528974836,"UP",0.0372431506849315
"EEF1A1",0.0613057784234937,3.92749505050152e-07,2243,4.7382411368162e-06,"UP",0.0376712328767123
"CANX",0.0602454589919141,6.81074764136172e-05,6259,0.00033028183658098,"UP",0.0380993150684932
"RBP1",0.0595369571448505,4.28661356223907e-08,2063,7.89653147694621e-07,"UP",0.038527397260274
"TMBIM6",0.0593472276770017,8.99373643036531e-07,7148,9.10610603137797e-06,"UP",0.0389554794520548
"TMED10",0.0580167595272594,2.66903697349095e-08,2729,5.5202554616229e-07,"UP",0.0393835616438356
"RGS16",0.0566529473726084,5.12751085435023e-09,1483,1.3941420597666e-07,"UP",0.0398116438356164
"EIF4A2",0.0563092709331195,0.000726978330262938,8791,0.00210429021654101,"UP",0.0402397260273973
"RPL8",0.0562179538258767,0.0117411926180519,13317,0.0167386615963659,"UP",0.0406678082191781
"CHCHD2",0.0561555459631787,2.96014234672421e-07,4227,3.87196404023601e-06,"UP",0.0410958904109589
"HNRNPC",0.0560472832712014,6.70387738684835e-10,4016,2.87225868597344e-08,"UP",0.0415239726027397
"CFC1",0.0534316178009283,5.01179008074897e-09,1200,1.37816319627296e-07,"UP",0.0419520547945205
"APLP2",0.0531982518125817,1.08946010291346e-07,5163,1.647713863507e-06,"UP",0.0423801369863014
"TSC22D1",0.0531439037693151,2.42926723269344e-07,2116,3.36016947887659e-06,"UP",0.0428082191780822
"CDKN1A",0.0527866543862737,9.05969071604204e-08,1269,1.45186712773685e-06,"UP",0.043236301369863
"UBC",0.0526602616169419,0.000115810828180774,6069,0.000500439507677463,"UP",0.0436643835616438
"PEMT",0.0524677634115794,9.0252161100474e-05,2937,0.000411295101110901,"UP",0.0440924657534247
"TUBA1A",0.0524400344522211,0.000109142974564518,5985,0.000478352176945827,"UP",0.0445205479452055
"VKORC1",0.0524312299448778,3.48551015057823e-07,3259,4.37018166550205e-06,"UP",0.0449486301369863
"NEFM",0.0523829948454777,2.57055354415471e-08,765,5.40902840448608e-07,"UP",0.0453767123287671
"BTG1",0.0522291447259549,7.49953056313877e-08,2575,1.24300155350495e-06,"UP",0.0458047945205479
"CUTA",0.0517931486132863,2.93394082151297e-07,4823,3.85854859859169e-06,"UP",0.0462328767123288
"LOC728392",0.0517587740318254,2.28430618120443e-12,1297,6.14189310132165e-10,"UP",0.0466609589041096
"LRPAP1",0.0514924443628063,2.20350866586468e-08,2556,4.71874780752082e-07,"UP",0.0470890410958904
"TMED3",0.0514772162661717,3.19133261331129e-10,1611,1.75513223174501e-08,"UP",0.0475171232876712
"RPSA",0.0503158286951913,3.45865774195799e-11,1951,4.16034152700257e-09,"UP",0.0479452054794521
"MT1E",0.0494650540376566,4.114095137875e-07,773,4.83278592573537e-06,"UP",0.0483732876712329
"SRSF5",0.0492958572014445,2.33203320699714e-08,4204,4.95017242709627e-07,"UP",0.0488013698630137
"YBX1",0.0488642294288151,6.69839405109783e-06,2969,4.84481543069075e-05,"UP",0.0492294520547945
"PLOD2",0.047911272044697,2.52442628215497e-07,1290,3.43188825602052e-06,"UP",0.0496575342465753
"ID2",0.047583875592094,1.48441990996073e-06,1483,1.38157310614664e-05,"UP",0.0500856164383562
"HSPA8",0.0466666978408005,7.95398276658528e-05,4118,0.000372292725619591,"UP",0.050513698630137
"PGK1",0.0459391110283533,2.0951119524548e-06,530,1.81067143804384e-05,"UP",0.0509417808219178
"ATP1B1",0.0455388856790996,0.000864592531706701,4329,0.00238834917957499,"UP",0.0513698630136986
"PCSK2",0.0454690251415454,5.34933540556688e-08,1866,9.38018039591451e-07,"UP",0.0517979452054795
"UBB",0.045004108616153,0.00483863889935463,9204,0.00869898537118743,"UP",0.0522260273972603
"NPDC1",0.0447366967610444,7.91162064866524e-09,2057,2.02058390714574e-07,"UP",0.0526541095890411
"NACA",0.0446404852318952,9.14502859186049e-05,6287,0.000415191359089378,"UP",0.0530821917808219
"JUNB",0.0445381157412481,1.67492546055127e-10,1874,1.21178678388054e-08,"UP",0.0535102739726027
"GRN",0.0442200064943766,1.53252979629533e-06,2468,1.41007958974682e-05,"UP",0.0539383561643836
"ATP6AP2",0.0440628968303424,9.97087359241625e-06,3305,6.6836924308408e-05,"UP",0.0543664383561644
"RPS3A",0.0439905425656454,1.79181301484569e-08,1306,3.97792542149167e-07,"UP",0.0547945205479452
"CXXC5",0.0436439052555245,9.78818728314521e-08,2000,1.51833680591068e-06,"UP",0.055222602739726
"MT1X",0.0436036598667786,0.00046350333655315,2043,0.00147775193512901,"UP",0.0556506849315068
"EIF4B",0.0424730547006935,1.36405154077004e-08,2375,3.14507722919687e-07,"UP",0.0560787671232877
"CTSB",0.0423518085525371,6.23013832102318e-06,2598,4.6104188702119e-05,"UP",0.0565068493150685
"TSPAN13",0.0420005385288742,1.04233466620543e-06,1868,1.02532730405182e-05,"UP",0.0569349315068493
"PNRC1",0.0418759551093376,3.65321624717493e-07,1936,4.51034494021528e-06,"UP",0.0573630136986301
"PPIA",0.0416973189017121,3.03286885834796e-09,1501,9.40913017277359e-08,"UP",0.057791095890411
"MATR3",0.0412536548428826,9.82788002070689e-06,4280,6.64304611338505e-05,"UP",0.0582191780821918
"TUSC3",0.0412275548418903,1.04960660258863e-05,2944,6.958636285846e-05,"UP",0.0586472602739726
"SUMO2",0.0408472859696375,6.41751246477429e-10,1693,2.82354347586822e-08,"UP",0.0590753424657534
"CIB1",0.0403730025373212,1.28633896857028e-07,1056,1.92145783988295e-06,"UP",0.0595034246575342
"NDFIP1",0.0401732606144801,6.81628522763393e-08,2916,1.14544887745115e-06,"UP",0.0599315068493151
"RPL13A",0.0400802733859364,0.000628742710213362,7186,0.00187142688825932,"UP",0.0603595890410959
"LSAMP",0.0388973014796818,8.1328866230813e-11,682,7.0287344311162e-09,"UP",0.0607876712328767
"APP",0.0387810969199698,4.81547301969524e-05,3490,0.000246880849519869,"UP",0.0612157534246575
"PPIB",0.0382386708451813,0.000136925273691613,5999,0.000563946547522761,"UP",0.0616438356164384
"NPM1",0.0379562566647749,4.12611960015808e-05,3006,0.000217057316004099,"UP",0.0620719178082192
"CST3",0.0377863173822378,0.00031857639637773,5782,0.00110130092299883,"UP",0.0625
"PERP",0.0374353868517636,0.00271700772706053,4130,0.00568261145477821,"UP",0.0629280821917808
"EEF1B2",0.0372257713488271,1.07671534285772e-06,1867,1.05485896025843e-05,"UP",0.0633561643835616
"XBP1",0.0371420449293676,9.53245736687631e-07,2308,9.57146194272751e-06,"UP",0.0637842465753425
"RHOBTB3",0.0370767093506306,6.5142077850368e-06,2458,4.74803565256891e-05,"UP",0.0642123287671233
"EIF3H",0.0367609866804251,1.45365411671312e-07,4653,2.1449031268517e-06,"UP",0.0646404109589041
"PRDX1",0.0367412534041978,8.72192628877812e-07,2703,8.86800445889437e-06,"UP",0.0650684931506849
"H2AFZ",0.0359324977779584,2.1249039589385e-05,2796,0.000125720600139492,"UP",0.0654965753424658
"PCBP1",0.0358584305806413,1.13599652663141e-08,1248,2.6950528094129e-07,"UP",0.0659246575342466
"PAPSS2",0.0358518126165354,7.49326383899441e-05,2774,0.000354846537746652,"UP",0.0663527397260274
"DDOST",0.0357941956124336,1.45676380394407e-08,1172,3.32562843336536e-07,"UP",0.0667808219178082
"CSNK1A1",0.0349603974273194,4.25545984596555e-06,2446,3.31113246708545e-05,"UP",0.067208904109589
"RBM3",0.0347434629336011,3.22512979309772e-07,1527,4.10756121165781e-06,"UP",0.0676369863013699
"ATRAID",0.0347056503828008,2.27469721658365e-07,2812,3.181763832934e-06,"UP",0.0680650684931507
"LAPTM4A",0.0345268352350714,1.67544020709225e-05,3502,0.000103525469503225,"UP",0.0684931506849315
"CNBP",0.0340485836195009,0.000119950382057652,4116,0.000515565310692595,"UP",0.0689212328767123
"ATP6V0E1",0.0340200154945776,3.77206857418394e-08,3867,7.24435096189286e-07,"UP",0.0693493150684932
"TMOD1",0.0337839118926962,1.35527887398111e-06,1611,1.28108855455387e-05,"UP",0.069777397260274
"SQSTM1",0.0337750606323732,0.000260460661217787,4061,0.000930987645736273,"UP",0.0702054794520548
"MDH2",0.0337266353244955,2.85236451121591e-08,1958,5.84942887885915e-07,"UP",0.0706335616438356
"PARK7",0.0335562496426689,2.04097463052655e-05,4506,0.000121348285607371,"UP",0.0710616438356164
"LGALS3BP",0.0335403610843812,1.93480135460049e-08,1705,4.21797354796319e-07,"UP",0.0714897260273973
"NAP1L1",0.0332387834358073,0.0571524628057917,7641,0.0466445276847975,"UP",0.0719178082191781
"YWHAQ",0.0331255058805723,2.49276563507026e-06,1968,2.12399532596245e-05,"UP",0.0723458904109589
"KHDRBS1",0.032953951353266,5.20953805409698e-07,1709,5.91847829396317e-06,"UP",0.0727739726027397
"CD59",0.03282190225948,0.000430167898512003,2990,0.00139537076032653,"UP",0.0732020547945205
"LAMP1",0.0327758631769417,3.50638649150109e-06,1382,2.8473048526345e-05,"UP",0.0736301369863014
"RPL18",0.0327074505475241,0.0216652470849365,8498,0.0253923855196249,"UP",0.0740582191780822
"ARPC3",0.032703621609531,5.36275720883813e-06,2446,4.09373118192793e-05,"UP",0.074486301369863
"BRI3",0.0325731017868242,7.50160635144469e-09,491,1.9731354131149e-07,"UP",0.0749143835616438
"GNG4",0.0323442027991105,6.13684354814534e-07,2616,6.78096315472922e-06,"UP",0.0753424657534247
"IGFBP5",0.0322172857026441,7.61277532743409e-06,856,5.33966935859626e-05,"UP",0.0757705479452055
"EMC10",0.0321226352030507,3.32387003615563e-06,2982,2.71733242589137e-05,"UP",0.0761986301369863
"APLP1",0.0319511592432675,3.07192631519916e-07,1674,3.93314029490067e-06,"UP",0.0766267123287671
"JAK1",0.0318236953460432,1.7599363584437e-05,1832,0.000107274600173476,"UP",0.0770547945205479
"CKB",0.0315993037247138,1.04971713977888e-08,1129,2.54411439122841e-07,"UP",0.0774828767123288
"SLC25A3",0.0313596137293459,0.000123709922033773,2796,0.000523358102559707,"UP",0.0779109589041096
"BTG2",0.0313157626456313,2.01178193421021e-06,949,1.76385251899659e-05,"UP",0.0783390410958904
"DUSP1",0.0312955467909193,2.78651141195142e-07,766,3.70492896719176e-06,"UP",0.0787671232876712
"HEXB",0.0311378056516462,4.75520931898685e-05,2125,0.000244308838832522,"UP",0.0791952054794521
"TUBA1B",0.031074506082934,0.00216471747800745,5233,0.00479044111510662,"UP",0.0796232876712329
"SIX3-AS1",0.0307007221538887,9.35900014048225e-08,544,1.48313831670763e-06,"UP",0.0800513698630137
"H1FX",0.0304987697284273,9.40696651836478e-08,473,1.48313831670763e-06,"UP",0.0804794520547945
"ATP6V0B",0.0304585953761371,0.00058652131523365,3666,0.00178080319521441,"UP",0.0809075342465753
"PSMA7",0.0298160696333551,0.00140791372241256,6683,0.00346442501046819,"UP",0.0813356164383562
"ATP5A1",0.0295640714703946,0.000740802154305222,3845,0.00213146363685747,"UP",0.081763698630137
"PSMB4",0.0291826419900073,1.74870354476879e-06,2117,1.56726658423247e-05,"UP",0.0821917808219178
"C9orf135",0.0289224279145192,7.12122184374124e-07,273,7.49233395955373e-06,"UP",0.0826198630136986
"SKP1",0.0288559679790246,0.000121962953803468,5346,0.000520522457848194,"UP",0.0830479452054795
"MYL12A",0.0287774799865536,4.34470298135129e-07,1349,5.0575258508545e-06,"UP",0.0834760273972603
"AQP3",0.0286162357062221,6.56486010581879e-08,409,1.11873591196739e-06,"UP",0.0839041095890411
"NUDT9",0.0285492095478818,3.81251572034071e-06,1585,3.03478904268099e-05,"UP",0.0843321917808219
"BTF3",0.0282275222547663,1.58252736031658e-05,4327,9.88708573956884e-05,"UP",0.0847602739726027
"RPS7",0.0281819006307055,1.93764737665844e-05,3272,0.000115947078215031,"UP",0.0851883561643836
"MAP1B",0.0280421058774341,0.00342784085993486,4251,0.00677918821127864,"UP",0.0856164383561644
"CCNI",0.0280307343484037,0.000892633773079696,4412,0.00243801031668815,"UP",0.0860445205479452
"ARL6IP5",0.0280084826934154,0.00036735119753149,4008,0.00123807645221938,"UP",0.086472602739726
"TAF7",0.0279855958760981,3.48328669926884e-05,2600,0.000189843922769552,"UP",0.0869006849315068
"SDF4",0.0279464682564802,2.43132350763667e-07,1037,3.36016947887659e-06,"UP",0.0873287671232877
"LGMN",0.0276941751090587,2.78297919360552e-06,980,2.32221491114729e-05,"UP",0.0877568493150685
"GPI",0.0275886178186517,7.85348186776976e-09,1201,2.02058390714574e-07,"UP",0.0881849315068493
"RABAC1",0.0275852220877925,4.18982640864341e-05,3001,0.000218980521971321,"UP",0.0886130136986301
"RHOA",0.0274116200492616,0.00048450429217261,3815,0.00152859597843322,"UP",0.089041095890411
"BRK1",0.0272648271005638,3.81863883147979e-05,2486,0.000203536911201229,"UP",0.0894691780821918
"TMX4",0.0272625321722632,0.00108794378026619,2501,0.0028277904310854,"UP",0.0898972602739726
"DNAJC12",0.0272026500878121,0.00101880908589277,2829,0.00268074781286091,"UP",0.0903253424657534
"CCT6A",0.0271603900492182,1.4137583305197e-07,2857,2.09883365940405e-06,"UP",0.0907534246575342
"XRCC5",0.0271597059506849,0.000731848587579244,2411,0.0021133317034807,"UP",0.0911815068493151
"LAPTM4B",0.0270220621530037,7.2325201220155e-11,676,6.73142095655761e-09,"UP",0.0916095890410959
"GDF15",0.0269177091262376,2.61468387167354e-05,352,0.000148874633657047,"UP",0.0920376712328767
"TSPAN3",0.0268543058305649,6.85331743181863e-05,2336,0.000331294934259013,"UP",0.0924657534246575
"REEP5",0.0268257819578087,1.92180643440666e-06,3405,1.703481588156e-05,"UP",0.0928938356164384
"NEAT1",0.0266091654806253,0.000359327563854617,2239,0.00121781906617206,"UP",0.0933219178082192
"AGT",0.0265846268014949,7.91441939533843e-06,451,5.5192495819426e-05,"UP",0.09375
"SET",0.0265443886230759,2.31748760574238e-05,1822,0.000134807649794598,"UP",0.0941780821917808
"CLTA",0.0265033912303604,0.00320105200888776,3321,0.00640173670038972,"UP",0.0946061643835616
"MYL12B",0.0264858158145322,0.00166549395781971,4202,0.00392813268065224,"UP",0.0950342465753425
"LIMCH1",0.0264657221882345,0.000239411268644282,1847,0.00087919931501912,"UP",0.0954623287671233
"P4HTM",0.0263549413232293,5.28496328450622e-07,1623,5.97611091178609e-06,"UP",0.0958904109589041
"JTB",0.0262952906531427,1.12622223172041e-05,2413,7.2931244451707e-05,"UP",0.0963184931506849
"PON3",0.0262608906830354,0.000114799561650614,625,0.000498526785176116,"UP",0.0967465753424658
"SFPQ",0.0261445064266653,4.01170774414568e-06,1678,3.15187523710863e-05,"UP",0.0971746575342466
"BTG3",0.0259961008522211,0.0013222086263542,3431,0.00330192083806021,"UP",0.0976027397260274
"PKM",0.02560353052115,5.58516886841947e-05,2391,0.000275823126160727,"UP",0.0980308219178082
"BAG1",0.0256008621061848,0.000117196557407948,1786,0.000505524771169071,"UP",0.098458904109589
"BCLAF1",0.0254838420087833,0.000147018787979151,2371,0.000594924839303617,"UP",0.0988869863013699
"EDF1",0.0253905331148045,0.000127465407175114,3417,0.000532726402886364,"UP",0.0993150684931507
"NAA20",0.0252536043355511,1.71573093753141e-05,2316,0.0001051096366085,"UP",0.0997431506849315
"ASNS",0.0251755293569292,2.6466506261577e-08,696,5.5202554616229e-07,"UP",0.100171232876712
"HSPB1",0.0250659743669335,0.00322977848067164,1047,0.00644852762427882,"UP",0.100599315068493
"ITM2C",0.0250103434554337,0.000127961207404623,1772,0.00053387647411486,"UP",0.101027397260274
"EEF1D",0.0249261765600725,0.000263798852663337,2036,0.000941528902605244,"UP",0.101455479452055
"SRP9",0.0249143508444376,0.00175092949709039,2247,0.00406622483011596,"UP",0.101883561643836
"DDIT3",0.0248863181318372,0.000185422265122772,1370,0.000716766991074608,"UP",0.102311643835616
"RNF130",0.0248718347444927,2.46502193029217e-05,1866,0.00014236302654605,"UP",0.102739726027397
"EPRS",0.0247442462571953,3.96419017040733e-05,2378,0.000210368197357111,"UP",0.103167808219178
"CD55",0.0247028522466994,4.11160596064863e-07,883,4.83278592573537e-06,"UP",0.103595890410959
"GADD45A",0.0245181314639118,2.60271632531757e-07,827,3.49900673882882e-06,"UP",0.10402397260274
"SEPT7",0.0244573521293156,0.00427006242851422,3711,0.00788173775353918,"UP",0.104452054794521
"ERP44",0.0244415720376482,2.03232820750304e-06,1394,1.77543396426947e-05,"UP",0.104880136986301
"CMAS",0.0242087259823417,7.51397904443306e-06,1260,5.28569360458927e-05,"UP",0.105308219178082
"INSIG1",0.024180453335189,0.000363618544596674,1280,0.00123063830888963,"UP",0.105736301369863
"CTSD",0.0241007653624873,3.73076803710061e-05,1281,0.000199733200147514,"UP",0.106164383561644
"DNAJC1",0.0240549161068408,5.02333430390555e-05,1559,0.000252718743126173,"UP",0.106592465753425
"EIF3F",0.0239824395476243,5.24528637904902e-05,1030,0.000262249271673656,"UP",0.107020547945205
"SRSF9",0.0239760424026683,0.000265350748135285,1173,0.000945673000785887,"UP",0.107448630136986
"CTSA",0.0238648834318002,0.00010683159458194,1630,0.000470337763453349,"UP",0.107876712328767
"RPN2",0.0238029205325382,0.00144957577958045,2231,0.00354274584229748,"UP",0.108304794520548
"TMEM123",0.0236189683902935,9.84849941573532e-05,1380,0.000442152155082779,"UP",0.108732876712329
"CTBS",0.0235881871475121,1.48149243392038e-09,802,5.27206763298922e-08,"UP",0.10916095890411
"CTSL",0.0235257173461344,7.99059331644547e-05,1405,0.000372565055143686,"UP",0.10958904109589
"UQCRFS1",0.0234933803808137,0.000124072437679716,1438,0.000523975693182201,"UP",0.110017123287671
"HOPX",0.0234469927653518,8.68271108191987e-07,985,8.86538196474924e-06,"UP",0.110445205479452
"MTHFD2",0.0234135276324875,2.58083248730619e-07,484,3.48896998904634e-06,"UP",0.110873287671233
"BNIP3L",0.02339296295412,0.000123426469365194,2140,0.000523358102559707,"UP",0.111301369863014
"IDS",0.0233730792109538,2.51477691769556e-06,2900,2.13523192052728e-05,"UP",0.111729452054795
"BSG",0.0233626969175775,1.50036062874219e-06,711,1.38574977180287e-05,"UP",0.112157534246575
"PSMD8",0.0233278599061304,1.58529313179505e-05,1873,9.88708573956884e-05,"UP",0.112585616438356
"COMTD1",0.0233251599211561,1.40478939681411e-06,1023,1.31759507386194e-05,"UP",0.113013698630137
"MDH1",0.0232282089747999,0.000489499528027917,2720,0.00153566356674023,"UP",0.113441780821918
"SBDS",0.0231646207140975,7.16158497563129e-06,2491,5.08212354307284e-05,"UP",0.113869863013699
"TMBIM4",0.023098198318029,0.00479378670990603,3381,0.00863117428475487,"UP",0.114297945205479
"BMP5",0.0230609255824593,2.01578684036294e-05,895,0.000120145917961922,"UP",0.11472602739726
"SCAND1",0.0230261489999555,0.000132238771767316,2131,0.000548884162642552,"UP",0.115154109589041
